Sample	compound	formula	isotopeLabel	IonCount	sumIC	fraction.all	Animal	Tracer	Hours	Method	Tissue
exp027j2_free_M01_Brain	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C12 PARENT	601899.4458538162	674138.01114105	0.8928430616677995	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-1	0	674138.01114105	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-4	2041.8099461469667	674138.01114105	0.003028771427220054	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-5	0	674138.01114105	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-6	70196.75534108686	674138.01114105	0.10412816690498049	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	3-hydroxybutyrate	C4H8O3	C12 PARENT	1015243.9630185596	1119886.37	0.9065597994719407	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	3-hydroxybutyrate	C4H8O3	C13-label-1	35580.0935519699	1119886.37	0.031771164026194815	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	3-hydroxybutyrate	C4H8O3	C13-label-2	9413.31190798439	1119886.37	0.008405595567686379	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	3-hydroxybutyrate	C4H8O3	C13-label-3	935.111762319145	1119886.37	8.350059321814452e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	3-hydroxybutyrate	C4H8O3	C13-label-4	58713.88975916707	1119886.37	0.05242843500199673	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	Anserine	C10H16N4O3	C12 PARENT	571612.642791002	571612.642791002	1	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	Anserine	C10H16N4O3	C13-label-1	0	571612.642791002	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	Anserine	C10H16N4O3	C13-label-2	0	571612.642791002	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	Anserine	C10H16N4O3	C13-label-3	0	571612.642791002	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	alanine	C3H7NO2	C12 PARENT	17795373.0720277	17869233.35	0.99586662300919	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	alanine	C3H7NO2	C13-label-1	4526.886466082205	17869233.35	2.533341177774817e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	alanine	C3H7NO2	C13-label-2	22205.540447312753	17869233.35	0.001242668894203721	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	alanine	C3H7NO2	C13-label-3	47127.85105890652	17869233.35	0.002637373978828617	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	arginine	C6H14N4O2	C12 PARENT	4885540.078005127	4999285.928437712	0.9772475805423414	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	arginine	C6H14N4O2	C13-label-1	27672.65930791004	4999285.928437712	0.0055353223848426305	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	arginine	C6H14N4O2	C13-label-2	2412.301038746718	4999285.928437712	4.825291198138306e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	arginine	C6H14N4O2	C13-label-3	845.6689410067099	4999285.928437712	1.6915794637715058e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	arginine	C6H14N4O2	C13-label-4	0	4999285.928437712	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	arginine	C6H14N4O2	C13-label-5	10071.540290192072	4999285.928437712	0.002014595771148351	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	arginine	C6H14N4O2	C13-label-6	72743.68085472987	4999285.928437712	0.014550814235476713	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	aspartate	C4H7NO4	C12 PARENT	29005214.201035082	30956761.570000004	0.936958930133824	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	aspartate	C4H7NO4	C13-label-1	1468787.9749437796	30956761.570000004	0.04744643497746135	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	aspartate	C4H7NO4	C13-label-2	381927.0938762414	30956761.570000004	0.012337436944514392	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	aspartate	C4H7NO4	C13-label-3	35622.42273940277	30956761.570000004	0.0011507154150750777	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	aspartate	C4H7NO4	C13-label-4	65209.877405499254	30956761.570000004	0.0021064825291251953	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	beta-alanine	C3H7NO2	C12 PARENT	2509724.558972777	2577317.2100000004	0.9737740272074529	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	beta-alanine	C3H7NO2	C13-label-1	55670.26889480839	2577317.2100000004	0.02160008425769538	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	beta-alanine	C3H7NO2	C13-label-2	9119.841945120977	2577317.2100000004	0.0035385019390457473	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	beta-alanine	C3H7NO2	C13-label-3	2802.540187294354	2577317.2100000004	0.0010873865958060916	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	carnosine	C9H14N4O3	C12 PARENT	7158164.223099588	7168859.782713584	0.9985080528929041	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	carnosine	C9H14N4O3	C13-label-1	10695.559613995598	7168859.782713584	0.0014919471070958894	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	carnosine	C9H14N4O3	C13-label-2	0	7168859.782713584	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	carnosine	C9H14N4O3	C13-label-3	0	7168859.782713584	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	carnosine	C9H14N4O3	C13-label-5	0	7168859.782713584	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	carnosine	C9H14N4O3	C13-label-6	0	7168859.782713584	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	carnosine	C9H14N4O3	C13-label-7	0	7168859.782713584	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	creatine	C4H9N3O2	C12 PARENT	1432273604.8855937	1433960212.2847219	0.9988238115781184	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	creatine	C4H9N3O2	C13-label-1	1686607.3991282773	1433960212.2847219	0.001176188421881674	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	creatine	C4H9N3O2	C13-label-2	0	1433960212.2847219	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	creatine	C4H9N3O2	C13-label-3	0	1433960212.2847219	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamate	C5H9NO4	C12 PARENT	240562629.64551798	260569010.28000003	0.9232204143808822	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamate	C5H9NO4	C13-label-1	14324453.769773038	260569010.28000003	0.054973742865202534	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamate	C5H9NO4	C13-label-2	5134476.819997593	260569010.28000003	0.019704863653894338	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamate	C5H9NO4	C13-label-3	399410.2536609915	260569010.28000003	0.001532838664244058	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamate	C5H9NO4	C13-label-4	33297.98954624237	260569010.28000003	1.2778952305364822e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamate	C5H9NO4	C13-label-5	114741.8015041794	260569010.28000003	4.403509127232019e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamine	C5H10N2O3	C12 PARENT	100395902.49951708	108317344.58000003	0.9268682027684643	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamine	C5H10N2O3	C13-label-1	5466753.886430183	108317344.58000003	0.05046979232760455	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamine	C5H10N2O3	C13-label-2	2209917.0471369117	108317344.58000003	0.020402245417904714	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamine	C5H10N2O3	C13-label-3	184857.7903179702	108317344.58000003	0.0017066314821024776	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamine	C5H10N2O3	C13-label-4	14721.739992158326	108317344.58000003	1.3591304374421104e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glutamine	C5H10N2O3	C13-label-5	45191.61660571697	108317344.58000003	4.1721496017971304e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glycine	C2H5NO2	C12 PARENT	584132.0989535595	586304.6672972591	0.9962944720298499	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glycine	C2H5NO2	C13-label-1	0	586304.6672972591	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	glycine	C2H5NO2	C13-label-2	2172.5683436995123	586304.6672972591	0.003705527970150049	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	isoleucine	C6H13NO2	C12 PARENT	2975550.0894356817	3494280.8400000012	0.8515486378123175	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	isoleucine	C6H13NO2	C13-label-1	17222.58861823068	3494280.8400000012	0.004928793479069837	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	isoleucine	C6H13NO2	C13-label-2	269.7033049749701	3494280.8400000012	7.71842096627156e-5	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	isoleucine	C6H13NO2	C13-label-3	476.68015308410236	3494280.8400000012	1.3641724146136526e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	isoleucine	C6H13NO2	C13-label-4	4294.266547346902	3494280.8400000012	0.0012289414457444985	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	isoleucine	C6H13NO2	C13-label-5	24568.337467061043	3494280.8400000012	0.007031013988864454	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	isoleucine	C6H13NO2	C13-label-6	471899.1744736219	3494280.8400000012	0.13504901182287962	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	lactate	C3H6O3	C12 PARENT	231856989.1816476	237820531.50000006	0.9749241906039872	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	lactate	C3H6O3	C13-label-1	3392898.115298003	237820531.50000006	0.014266632463976315	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	lactate	C3H6O3	C13-label-2	1401309.5541511986	237820531.50000006	0.005892298471089736	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	lactate	C3H6O3	C13-label-3	1169334.6489032665	237820531.50000006	0.004916878460946785	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	leucine	C6H13NO2	C12 PARENT	5504942.219320641	6579691.464882006	0.8366565892492592	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	leucine	C6H13NO2	C13-label-1	20396.044523510853	6579691.464882006	0.0030998481664940222	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	leucine	C6H13NO2	C13-label-2	0	6579691.464882006	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	leucine	C6H13NO2	C13-label-3	1057.6313384788782	6579691.464882006	1.6074178312521298e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	leucine	C6H13NO2	C13-label-4	10124.901053152857	6579691.464882006	0.001538810916468167	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	leucine	C6H13NO2	C13-label-5	48599.35926166328	6579691.464882006	0.00738626720128963	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	leucine	C6H13NO2	C13-label-6	994571.3093845596	6579691.464882006	0.15115774268336385	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	lysine	C6H14N2O2	C12 PARENT	341059.4561555233	349037.5879500008	0.9771424853084295	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	lysine	C6H14N2O2	C13-label-1	103.04422712551442	349037.5879500008	2.952238689555561e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	lysine	C6H14N2O2	C13-label-6	7875.087567351976	349037.5879500008	0.022562290822614992	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	malate	C4H6O5	C12 PARENT	32352664.900584042	34492196.79	0.9379705530951786	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	malate	C4H6O5	C13-label-1	1586423.0375767685	34492196.79	0.04599367930188504	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	malate	C4H6O5	C13-label-2	467915.6960002833	34492196.79	0.0135658421192802	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	malate	C4H6O5	C13-label-3	46291.09189940356	34492196.79	0.001342074330064831	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	malate	C4H6O5	C13-label-4	38902.06393950472	34492196.79	0.0011278511535914473	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	methionine	C5H11NO2S	C12 PARENT	300892.0096281031	310817.08631954243	0.9680677892938111	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	methionine	C5H11NO2S	C13-label-5	9925.076691439299	310817.08631954243	0.03193221070618879	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	phenylalanine	C9H11NO2	C12 PARENT	4313953.0990744755	4893082.521729271	0.8816432340793376	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	phenylalanine	C9H11NO2	C13-label-1	12313.149444869105	4893082.521729271	0.0025164401765530612	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	phenylalanine	C9H11NO2	C13-label-2	0	4893082.521729271	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	phenylalanine	C9H11NO2	C13-label-7	0	4893082.521729271	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	phenylalanine	C9H11NO2	C13-label-8	0	4893082.521729271	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	phenylalanine	C9H11NO2	C13-label-9	566816.273209926	4893082.521729271	0.11584032574410918	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	proline	C5H9NO2	C12 PARENT	2403549.98677798	2516556.9400000004	0.9550946170039687	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	proline	C5H9NO2	C13-label-1	42865.840711315206	2516556.9400000004	0.017033527050381463	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	proline	C5H9NO2	C13-label-2	15186.001389772631	2516556.9400000004	0.006034435839060581	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	proline	C5H9NO2	C13-label-3	677.4057121008058	2516556.9400000004	2.6917956885203864e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	proline	C5H9NO2	C13-label-4	1299.7289843827089	2516556.9400000004	5.164711212068616e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	proline	C5H9NO2	C13-label-5	52977.97642444928	2516556.9400000004	0.021051769416530378	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	pyruvate	C3H4O3	C12 PARENT	855071.2548619909	860621.9968535167	0.993550313596655	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	pyruvate	C3H4O3	C13-label-1	0	860621.9968535167	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	pyruvate	C3H4O3	C13-label-2	3789.0538234937967	860621.9968535167	0.004402692282264217	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	pyruvate	C3H4O3	C13-label-3	1761.6881680319889	860621.9968535167	0.002046994121080825	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	succinate	C4H6O4	C12 PARENT	88272473.59825465	94538437.76000002	0.933720460056126	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	succinate	C4H6O4	C13-label-1	4856063.185055514	94538437.76000002	0.05136601894547229	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	succinate	C4H6O4	C13-label-2	1277088.5370522218	94538437.76000002	0.013508669778257838	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	succinate	C4H6O4	C13-label-3	87470.41822628469	94538437.76000002	9.252365524416793e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	succinate	C4H6O4	C13-label-4	45342.021411342015	94538437.76000002	4.796146677021417e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	tyrosine	C9H11NO3	C12 PARENT	360094.7640979226	404410.23198834	0.8904195186344962	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	tyrosine	C9H11NO3	C13-label-1	0	404410.23198834	0	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	tyrosine	C9H11NO3	C13-label-9	44315.46789041739	404410.23198834	0.10958048136550388	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	urea	CH4N2O	C12 PARENT	21021765.922502007	21483200.560000002	0.9785211409161655	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	urea	CH4N2O	C13-label-1	461434.6374979963	21483200.560000002	0.021478859083834585	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	valine	C5H11NO2	C12 PARENT	3771231.874394687	4327177.370000002	0.8715223694180775	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	valine	C5H11NO2	C13-label-1	7624.164483336761	4327177.370000002	0.0017619255767499906	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	valine	C5H11NO2	C13-label-2	512.5761280634684	4327177.370000002	1.184550768861754e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	valine	C5H11NO2	C13-label-3	2341.7842867149957	4327177.370000002	5.411805633275889e-4	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	valine	C5H11NO2	C13-label-4	17753.689039055622	4327177.370000002	0.004102833676784461	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_Brain	valine	C5H11NO2	C13-label-5	527713.2816681438	4327177.370000002	0.12195323568817415	exp027j2_M01	U13C-AA	4	free	brain
exp027j2_free_M01_H	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C12 PARENT	1029447.0407752262	1186661.6843006029	0.8675151935843988	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-1	1059.9955647445881	1186661.6843006029	8.932584398470154e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-4	0	1186661.6843006029	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-5	7690.848850432634	1186661.6843006029	0.00648107961366047	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	2-keto-isocaproate / 2-keto-methylvalerate	C6H10O3	C13-label-6	148463.79911019938	1186661.6843006029	0.1251104683620937	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	3-hydroxybutyrate	C4H8O3	C12 PARENT	1903923.3097711776	2018533.2400000002	0.9432211826103876	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	3-hydroxybutyrate	C4H8O3	C13-label-1	19567.306977103133	2018533.2400000002	0.009693824500558203	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	3-hydroxybutyrate	C4H8O3	C13-label-2	6165.727539094476	2018533.2400000002	0.0030545583381596806	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	3-hydroxybutyrate	C4H8O3	C13-label-3	8675.145998698245	2018533.2400000002	0.004297747407269965	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	3-hydroxybutyrate	C4H8O3	C13-label-4	80201.74971392675	2018533.2400000002	0.03973268714362452	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	Anserine	C10H16N4O3	C12 PARENT	885325.7672812052	885325.7672812052	1	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	Anserine	C10H16N4O3	C13-label-1	0	885325.7672812052	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	Anserine	C10H16N4O3	C13-label-2	0	885325.7672812052	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	Anserine	C10H16N4O3	C13-label-3	0	885325.7672812052	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	alanine	C3H7NO2	C12 PARENT	24630019.915819187	24925513.290000003	0.9881449432658478	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	alanine	C3H7NO2	C13-label-1	99533.8357540727	24925513.290000003	0.003993251195914396	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	alanine	C3H7NO2	C13-label-2	44911.01558305516	24925513.290000003	0.0018018090564687888	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	alanine	C3H7NO2	C13-label-3	151048.5228436882	24925513.290000003	0.00605999648176907	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	arginine	C6H14N4O2	C12 PARENT	12728505.913668307	13231554.920000004	0.9619811118668057	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	arginine	C6H14N4O2	C13-label-1	93456.5324595897	13231554.920000004	0.0070631556929357225	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	arginine	C6H14N4O2	C13-label-2	11510.630231427886	13231554.920000004	8.699378342925611e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	arginine	C6H14N4O2	C13-label-3	6453.7479527680825	13231554.920000004	4.877543109474605e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	arginine	C6H14N4O2	C13-label-4	6447.293827246751	13231554.920000004	4.872665281010487e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	arginine	C6H14N4O2	C13-label-5	46568.882834062555	13231554.920000004	0.00351953214233891	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	arginine	C6H14N4O2	C13-label-6	338611.9190266021	13231554.920000004	0.02559124162457862	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	aspartate	C4H7NO4	C12 PARENT	13421078.384759618	13858867.860000001	0.9684108774495247	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	aspartate	C4H7NO4	C13-label-1	248072.63310752195	13858867.860000001	0.017899920513963392	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	aspartate	C4H7NO4	C13-label-2	100588.56666815451	13858867.860000001	0.007258065210252644	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	aspartate	C4H7NO4	C13-label-3	5176.844727169001	13858867.860000001	3.7354023282887413e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	aspartate	C4H7NO4	C13-label-4	83951.43073753802	13858867.860000001	0.006057596593430396	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	beta-alanine	C3H7NO2	C12 PARENT	1955279.3254229291	1971652.0500000003	0.9916959361175969	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	beta-alanine	C3H7NO2	C13-label-1	4220.826446419249	1971652.0500000003	0.0021407562487606516	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	beta-alanine	C3H7NO2	C13-label-2	801.6586054113154	1971652.0500000003	4.065923322582782e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	beta-alanine	C3H7NO2	C13-label-3	11350.239525240515	1971652.0500000003	0.0057567153013841936	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	carnosine	C9H14N4O3	C12 PARENT	2439702.1607704465	2440421.839845579	0.9997051005431183	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	carnosine	C9H14N4O3	C13-label-1	0	2440421.839845579	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	carnosine	C9H14N4O3	C13-label-2	0	2440421.839845579	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	carnosine	C9H14N4O3	C13-label-3	0	2440421.839845579	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	carnosine	C9H14N4O3	C13-label-5	719.6790751324055	2440421.839845579	2.9489945688157917e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	carnosine	C9H14N4O3	C13-label-6	0	2440421.839845579	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	carnosine	C9H14N4O3	C13-label-7	0	2440421.839845579	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	creatine	C4H9N3O2	C12 PARENT	1639569606.1687007	1640287075.2402947	0.9995625954246522	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	creatine	C4H9N3O2	C13-label-1	671623.8891481347	1640287075.2402947	4.0945508825017407e-4	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	creatine	C4H9N3O2	C13-label-2	0	1640287075.2402947	0	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	creatine	C4H9N3O2	C13-label-3	45845.18244594887	1640287075.2402947	2.7949487097697673e-5	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	glutamate	C5H9NO4	C12 PARENT	104224484.71397862	107608991.72	0.9685481022364013	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	glutamate	C5H9NO4	C13-label-1	2237788.3825365193	107608991.72	0.02079555199587107	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	glutamate	C5H9NO4	C13-label-2	827829.949690463	107608991.72	0.007692944023158282	exp027j2_M01	U13C-AA	4	free	heart
exp027j2_free_M01_H	glutamate	C5H9NO4	C13-label-3	128188.98731470916	107608991.72	0.0011912479177228848	exp027j2_M01	U13C-AA	4	free	heart
